ID,talent
54,"['SQL', 'and', 'Structures']"
55,"['C', 'Stress', 'Team']"
56,"['SQL', 'Frameworks', 'Perl']"
57,"['Enhancement', 'C#', 'Services']"
58,"['HTML', 'Architecture', 'Shell']"
59,"['and', 'PHP', 'PHP']"
60,"['Java', 'C', 'Team']"
61,"['Process', 'Source', 'Code']"
62,"['Scrum', 'JavaScript', 'Product']"
63,"['Strategic', 'Code', 'Strategic']"
64,"['Linux/Unix', 'Version', 'ASP.NET']"
65,"['Java', 'Repository', 'Shell']"
66,"['Operating', 'CSS', 'Source']"
67,"['Reasoning', 'SQL', 'Project']"
68,"['Agile', 'Product', 'Scrum']"
69,"['Java', 'Java', 'Optimization']"
70,"['Frameworks', 'API', 'Design']"
71,"['Perl', 'Shell', 'Agile']"
72,"['JavaScript', 'Microsoft', 'Perl']"
73,"['Perl', 'Team', 'ASP.NET']"
74,"['Product', 'and', 'Linux/Unix']"
75,"['Agile', 'MVC', 'Project']"
76,"['Enhancement', 'Ruby', 'Agile']"
77,"['Computer', 'C++', 'Linux/Unix']"
78,"['Management', 'Frameworks', 'C']"
79,"['Perl', 'Node.js', 'Java']"
80,"['Reasoning', 'SaaS', 'Shell']"
81,"['Analysis', 'HTML', 'Database']"
82,"['HTML', 'Web', 'Team']"
83,"['API', 'Structures', 'Reviews']"
84,"['API', 'Systems', 'Data']"
85,"['Database', 'and', 'Deductive']"
86,"['Toolkits', 'Systems', 'Management']"
87,"['Optimization', 'Enhancement', 'HTML']"
88,"['C', 'Solving', 'Optimization']"
89,"['and', 'Source', 'SQL']"
90,"['SQL', 'Team', 'Version']"
91,"['Version', 'and', 'Stress']"
92,"['Shell', 'Code', 'UI']"
93,"['Design', 'Tolerance', 'Design']"
94,"['Data', 'Scrum', 'Web']"
95,"['Data', 'Systems', 'ASP.NET']"
96,"['Source', 'SQL', 'and']"
97,"['Scrum', 'C#', 'Shell']"
98,"['C++', 'Perl', 'Product']"
99,"['Computer', 'Management', 'Microsoft']"
100,"['Python', 'Solving', 'Agile']"
101,"['Ruby', 'Source', 'CSS']"
102,"['Stress', 'and', 'Linux/Unix']"
103,"['Shell', 'SQL', 'C']"
104,"['Architecture', 'Code', 'Operating']"
105,"['C#', 'Shell', 'Code']"
106,"['MVC', 'Agile', 'HTML']"
107,"['Java', 'Python', 'ASP.NET']"
108,"['Ruby', 'Services', 'Reasoning']"
109,"['Design', 'JavaScript', 'Inductive']"
110,"['Perl', 'Design', 'Project']"
111,"['Linux/Unix', 'Microsoft', 'Tolerance']"
112,"['C', 'Enhancement', 'C++']"
113,"['SaaS', 'Structures', 'HTML']"
114,"['Ruby', 'MVC', 'Tolerance']"
115,"['Problem', 'Inductive', 'Enhancement']"
116,"['Architecture', 'CSS', 'Frameworks']"
117,"['Structures', 'Version', 'Team']"
118,"['HTML', 'Ruby', 'Stress']"
119,"['Product', 'Version', 'JavaScript']"
120,"['Planning', 'UI', 'Perl']"
121,"['Agile', 'Reasoning', 'Process']"
122,"['C#', 'HTML', 'JavaScript']"
123,"['JavaScript', 'Ruby', 'Services']"
124,"['Enhancement', 'MVC', 'Stress']"
125,"['Project', 'HTML', 'SaaS']"
126,"['Version', 'Solving', 'Analysis']"
127,"['Stress', 'Computer', 'Toolkits']"
128,"['SaaS', 'Enhancement', 'Solving']"
129,"['Version', 'Ruby', 'Process']"
130,"['Services', 'Solving', 'Skills']"
131,"['MVC', 'API', 'Problem']"
132,"['UI', 'MVC', 'Analysis']"
133,"['Design', 'Reviews', 'Management']"
134,"['Perl', 'Product', 'Inductive']"
135,"['HTML', 'Web', 'Team']"
136,"['HTML', 'Project', 'Java']"
137,"['UI', 'Version', 'SQL']"
138,"['ASP.NET', 'Design', 'Product']"
139,"['Problem', 'Code', 'Analysis']"
140,"['Database', 'Deductive', 'Data']"
141,"['Repository', 'Planning', 'ASP.NET']"
142,"['MVC', 'Agile', 'Inductive']"
143,"['API', 'CSS', 'Operating']"
144,"['Strategic', 'Node.js', 'MVC']"
145,"['Stress', 'Systems', 'HTML']"
146,"['MVC', 'Inductive', 'Architecture']"
147,"['Team', 'Computer', 'API']"
148,"['Architecture', 'Skills', 'Product']"
149,"['Toolkits', 'MVC', 'Shell']"
150,"['Stress', 'Tolerance', 'Perl']"
151,"['Perl', 'Repository', 'Enhancement']"
152,"['Shell', 'Shell', 'API']"
153,"['Services', 'Management', 'Frameworks']"
154,"['Toolkits', 'Planning', 'and']"
155,"['Project', 'Frameworks', 'C']"
156,"['Analysis', 'C#', 'Linux/Unix']"
157,"['Optimization', 'PHP', 'Inductive']"
158,"['Frameworks', 'Source', 'Repository']"
159,"['CSS', 'Strategic', 'Analysis']"
160,"['Shell', 'Stress', 'Repository']"
161,"['Node.js', 'Systems', 'Web']"
162,"['Repository', 'UI', 'PHP']"
163,"['Shell', 'Linux/Unix', 'Product']"
164,"['Inductive', 'Java', 'Enhancement']"
165,"['Node.js', 'Deductive', 'Team']"
166,"['MVC', 'Version', 'PHP']"
167,"['SaaS', 'Management', 'UI']"
168,"['API', 'HTML', 'SaaS']"
169,"['UI', 'Perl', 'Perl']"
170,"['Python', 'Version', 'Project']"
171,"['Frameworks', 'Operating', 'Design']"
172,"['ASP.NET', 'Python', 'Deductive']"
173,"['Java', 'Linux/Unix', 'Strategic']"
174,"['Web', 'Skills', 'Tolerance']"
175,"['Optimization', 'Java', 'ASP.NET']"
176,"['Code', 'Product', 'Design']"
177,"['Reasoning', 'Reviews', 'MVC']"
178,"['Reviews', 'Structures', 'Inductive']"
179,"['Services', 'Perl', 'Project']"
180,"['Version', 'Version', 'Microsoft']"
181,"['SaaS', 'Systems', 'Data']"
182,"['Strategic', 'Services', 'Linux/Unix']"
183,"['Optimization', 'SaaS', 'Tolerance']"
184,"['Computer', 'Code', 'Source']"
185,"['Linux/Unix', 'SaaS', 'Skills']"
186,"['Planning', 'Systems', 'Design']"
187,"['Microsoft', 'C++', 'Perl']"
188,"['Linux/Unix', 'Tolerance', 'Planning']"
189,"['Process', 'Enhancement', 'Systems']"
190,"['Scrum', 'Shell', 'Architecture']"
191,"['C', 'Planning', 'Toolkits']"
192,"['Node.js', 'Ruby', 'SQL']"
193,"['Shell', 'Web', 'Project']"
194,"['HTML', 'Systems', 'HTML']"
195,"['Skills', 'CSS', 'Reasoning']"
196,"['Ruby', 'Inductive', 'Process']"
197,"['SQL', 'Python', 'Management']"
198,"['Node.js', 'Python', 'Design']"
199,"['Source', 'Python', 'Frameworks']"
200,"['Toolkits', 'Frameworks', 'API']"
201,"['Design', 'and', 'Architecture']"
202,"['Linux/Unix', 'UI', 'C++']"
203,"['C++', 'Project', 'Process']"
204,"['Systems', 'Problem', 'Java']"
205,"['Stress', 'Code', 'API']"
206,"['Structures', 'Perl', 'Problem']"
207,"['Planning', 'Reasoning', 'Optimization']"
208,"['Python', 'Data', 'UI']"
209,"['Database', 'Strategic', 'Code']"
210,"['Process', 'Deductive', 'Solving']"
211,"['API', 'Team', 'Architecture']"
212,"['Linux/Unix', 'Java', 'Skills']"
213,"['Microsoft', 'and', 'Toolkits']"
214,"['Shell', 'Tolerance', 'Python']"
215,"['Reasoning', 'Design', 'Java']"
216,"['Team', 'Structures', 'Data']"
217,"['Operating', 'Tolerance', 'Data']"
218,"['Structures', 'Version', 'Strategic']"
219,"['Project', 'Data', 'Linux/Unix']"
220,"['Code', 'SQL', 'Deductive']"
221,"['Computer', 'Structures', 'Microsoft']"
222,"['Frameworks', 'Database', 'ASP.NET']"
223,"['Linux/Unix', 'Analysis', 'Computer']"
224,"['Architecture', 'Solving', 'Web']"
225,"['Data', 'PHP', 'Services']"
226,"['Reviews', 'Toolkits', 'Node.js']"
227,"['Process', 'Team', 'Node.js']"
228,"['Toolkits', 'HTML', 'Data']"
229,"['Database', 'Microsoft', 'Inductive']"
230,"['Agile', 'Enhancement', 'Linux/Unix']"
231,"['Perl', 'UI', 'Inductive']"
232,"['and', 'Linux/Unix', 'API']"
233,"['and', 'SaaS', 'API']"
234,"['Scrum', 'Deductive', 'Perl']"
235,"['Deductive', 'Web', 'Enhancement']"
236,"['Repository', 'Data', 'Inductive']"
237,"['Stress', 'API', 'Solving']"
238,"['Optimization', 'Toolkits', 'Solving']"
239,"['Scrum', 'Perl', 'Systems']"
240,"['Systems', 'Node.js', 'Deductive']"
241,"['Python', 'Planning', 'C++']"
242,"['Code', 'Solving', 'MVC']"
243,"['Reviews', 'Enhancement', 'Python']"
244,"['Repository', 'Optimization', 'Shell']"
245,"['Node.js', 'Skills', 'Perl']"
246,"['Java', 'HTML', 'C']"
247,"['and', 'C#', 'Shell']"
248,"['Tolerance', 'Scrum', 'Shell']"
249,"['Node.js', 'Problem', 'Team']"
250,"['API', 'Repository', 'ASP.NET']"
251,"['Solving', 'C', 'Structures']"
252,"['Frameworks', 'PHP', 'Structures']"
253,"['Architecture', 'MVC', 'Enhancement']"
254,"['Version', 'Product', 'Skills']"
255,"['Analysis', 'Database', 'MVC']"
256,"['MVC', 'Design', 'Node.js']"
257,"['SQL', 'Problem', 'C++']"
258,"['Frameworks', 'Problem', 'Planning']"
259,"['Repository', 'UI', 'Web']"
260,"['Source', 'Problem', 'Process']"
261,"['Project', 'Frameworks', 'Shell']"
262,"['HTML', 'Scrum', 'Linux/Unix']"
263,"['Process', 'Solving', 'Architecture']"
264,"['Ruby', 'Version', 'Database']"
265,"['Web', 'JavaScript', 'C#']"
266,"['Java', 'Data', 'Python']"
267,"['Structures', 'Source', 'API']"
268,"['Repository', 'JavaScript', 'Operating']"
269,"['API', 'HTML', 'Systems']"
270,"['Data', 'Scrum', 'Linux/Unix']"
271,"['Toolkits', 'Analysis', 'C++']"
272,"['Shell', 'C++', 'C']"
273,"['Ruby', 'Frameworks', 'Python']"
274,"['Reasoning', 'Repository', 'Microsoft']"
275,"['Reasoning', 'Java', 'Enhancement']"
276,"['C#', 'Enhancement', 'Code']"
277,"['Java', 'Team', 'Team']"
278,"['Microsoft', 'Management', 'Toolkits']"
279,"['Strategic', 'Problem', 'Java']"
280,"['HTML', 'Stress', 'Java']"
281,"['Database', 'Tolerance', 'Linux/Unix']"
282,"['C', 'Optimization', 'Management']"
283,"['Reasoning', 'Version', 'Design']"
284,"['Inductive', 'Data', 'Analysis']"
285,"['PHP', 'ASP.NET', 'Planning']"
286,"['Services', 'Python', 'Structures']"
287,"['Source', 'SaaS', 'UI']"
288,"['Project', 'Toolkits', 'Structures']"
289,"['Team', 'Python', 'JavaScript']"
290,"['Microsoft', 'UI', 'Deductive']"
291,"['Microsoft', 'Process', 'C#']"
292,"['UI', 'Enhancement', 'HTML']"
293,"['Product', 'JavaScript', 'C']"
294,"['Process', 'Linux/Unix', 'Java']"
295,"['ASP.NET', 'Systems', 'and']"
296,"['Enhancement', 'JavaScript', 'Data']"
297,"['Process', 'Product', 'Inductive']"
298,"['Ruby', 'Version', 'Data']"
299,"['Ruby', 'Operating', 'Toolkits']"
300,"['Strategic', 'CSS', 'ASP.NET']"
301,"['Source', 'PHP', 'Shell']"
302,"['Systems', 'Frameworks', 'Strategic']"
303,"['Linux/Unix', 'Tolerance', 'UI']"
304,"['Problem', 'Services', 'Linux/Unix']"
305,"['Repository', 'Reasoning', 'Product']"
306,"['Computer', 'C', 'Enhancement']"
307,"['Process', 'Computer', 'API']"
308,"['Microsoft', 'Problem', 'Solving']"
309,"['Scrum', 'Strategic', 'UI']"
310,"['Systems', 'Data', 'PHP']"
311,"['Linux/Unix', 'Python', 'Ruby']"
312,"['Stress', 'Java', 'Toolkits']"
313,"['MVC', 'Team', 'Stress']"
314,"['MVC', 'Planning', 'Perl']"
315,"['Toolkits', 'Source', 'Code']"
316,"['Enhancement', 'Architecture', 'Version']"
317,"['Agile', 'Optimization', 'Data']"
318,"['Ruby', 'SaaS', 'Enhancement']"
319,"['Design', 'ASP.NET', 'Shell']"
320,"['Solving', 'Solving', 'Java']"
321,"['Strategic', 'and', 'Web']"
322,"['Reasoning', 'Data', 'Scrum']"
323,"['Inductive', 'SaaS', 'Microsoft']"
324,"['SaaS', 'C++', 'Linux/Unix']"
325,"['Skills', 'Deductive', 'Linux/Unix']"
326,"['Computer', 'JavaScript', 'Product']"
327,"['Frameworks', 'Design', 'Inductive']"
328,"['Code', 'Enhancement', 'Design']"
329,"['Product', 'Design', 'Project']"
330,"['Code', 'Solving', 'Team']"
331,"['Frameworks', 'Shell', 'Deductive']"
332,"['Repository', 'Agile', 'Toolkits']"
333,"['Frameworks', 'Project', 'Optimization']"
334,"['Source', 'Analysis', 'Product']"
335,"['JavaScript', 'Code', 'Design']"
336,"['JavaScript', 'MVC', 'Analysis']"
337,"['C', 'and', 'SaaS']"
338,"['Database', 'Skills', 'and']"
339,"['Python', 'Microsoft', 'Systems']"
340,"['Strategic', 'HTML', 'Agile']"
341,"['Database', 'Team', 'Node.js']"
342,"['C++', 'Java', 'Solving']"
343,"['Skills', 'Process', 'Frameworks']"
344,"['Database', 'Source', 'Structures']"
345,"['C', 'Microsoft', 'HTML']"
346,"['Linux/Unix', 'Microsoft', 'Operating']"
347,"['Analysis', 'C++', 'Agile']"
348,"['Scrum', 'Reasoning', 'Deductive']"
349,"['Reviews', 'Node.js', 'Product']"
350,"['MVC', 'Design', 'SaaS']"
351,"['Systems', 'Analysis', 'Shell']"
352,"['Data', 'HTML', 'Computer']"
353,"['Node.js', 'Planning', 'Linux/Unix']"
354,"['UI', 'Strategic', 'C#']"
355,"['Node.js', 'Team', 'HTML']"
356,"['Linux/Unix', 'Version', 'Inductive']"
357,"['CSS', 'PHP', 'Process']"
358,"['Problem', 'Reviews', 'Analysis']"
359,"['ASP.NET', 'Repository', 'Repository']"
360,"['Linux/Unix', 'SQL', 'Reviews']"
361,"['Agile', 'Frameworks', 'UI']"
362,"['CSS', 'ASP.NET', 'ASP.NET']"
363,"['Ruby', 'Process', 'Scrum']"
364,"['SQL', 'Frameworks', 'Perl']"
365,"['Management', 'Project', 'Tolerance']"
366,"['SaaS', 'Process', 'JavaScript']"
367,"['Deductive', 'Computer', 'Planning']"
368,"['Database', 'ASP.NET', 'API']"
369,"['and', 'HTML', 'Optimization']"
370,"['PHP', 'Management', 'Web']"
371,"['Design', 'Planning', 'Strategic']"
372,"['API', 'Data', 'Planning']"
373,"['Strategic', 'JavaScript', 'Version']"
374,"['Agile', 'API', 'Design']"
375,"['Node.js', 'MVC', 'C++']"
376,"['Reasoning', 'Inductive', 'UI']"
377,"['Inductive', 'Reasoning', 'Ruby']"
378,"['Planning', 'Version', 'Skills']"
379,"['Project', 'Analysis', 'Ruby']"
380,"['Toolkits', 'Skills', 'UI']"
381,"['C', 'Code', 'UI']"
382,"['Project', 'ASP.NET', 'Web']"
383,"['Web', 'Data', 'Design']"
384,"['Data', 'Enhancement', 'Toolkits']"
385,"['SQL', 'Team', 'SaaS']"
386,"['Code', 'Microsoft', 'Process']"
387,"['Skills', 'Architecture', 'Optimization']"
388,"['Enhancement', 'Microsoft', 'Code']"
389,"['Data', 'Java', 'Scrum']"
390,"['C', 'Skills', 'C++']"
391,"['Version', 'Team', 'Enhancement']"
392,"['Tolerance', 'Scrum', 'C']"
393,"['Services', 'CSS', 'Reasoning']"
394,"['Stress', 'Scrum', 'Web']"
395,"['C#', 'Node.js', 'Microsoft']"
396,"['UI', 'Problem', 'Enhancement']"
397,"['Ruby', 'Microsoft', 'Java']"
398,"['UI', 'Reviews', 'and']"
399,"['Agile', 'Computer', 'Optimization']"
400,"['Project', 'and', 'SaaS']"
401,"['Structures', 'Scrum', 'Solving']"
402,"['Skills', 'Perl', 'Computer']"
403,"['Planning', 'C', 'Solving']"
404,"['Reviews', 'Product', 'Process']"
405,"['Java', 'Data', 'Stress']"
406,"['Reasoning', 'Perl', 'ASP.NET']"
407,"['Strategic', 'Version', 'Database']"
408,"['Project', 'and', 'Solving']"
409,"['Problem', 'Optimization', 'Architecture']"
410,"['Scrum', 'Enhancement', 'Planning']"
411,"['API', 'Deductive', 'Agile']"
412,"['Repository', 'Product', 'Operating']"
413,"['Team', 'Design', 'Deductive']"
414,"['Inductive', 'Services', 'Architecture']"
415,"['Project', 'Services', 'Agile']"
416,"['CSS', 'CSS', 'C#']"
417,"['ASP.NET', 'Data', 'API']"
418,"['Optimization', 'Computer', 'API']"
419,"['C#', 'Strategic', 'Frameworks']"
420,"['Web', 'Product', 'Scrum']"
421,"['API', 'Computer', 'JavaScript']"
422,"['C#', 'Inductive', 'Perl']"
423,"['Computer', 'Inductive', 'Strategic']"
424,"['Reviews', 'Optimization', 'Architecture']"
425,"['Agile', 'SQL', 'Data']"
426,"['Computer', 'Solving', 'Python']"
427,"['Planning', 'Data', 'C']"
428,"['C', 'Node.js', 'Analysis']"
429,"['Ruby', 'Reasoning', 'Repository']"
430,"['Computer', 'Skills', 'Project']"
431,"['Operating', 'Reviews', 'Microsoft']"
432,"['CSS', 'Process', 'Database']"
433,"['Process', 'Solving', 'Operating']"
434,"['C#', 'Reviews', 'Analysis']"
435,"['Python', 'Version', 'PHP']"
436,"['Solving', 'API', 'CSS']"
437,"['Linux/Unix', 'MVC', 'API']"
438,"['Product', 'MVC', 'Source']"
439,"['Systems', 'Data', 'Management']"
440,"['Data', 'Toolkits', 'Stress']"
441,"['Linux/Unix', 'JavaScript', 'C#']"
442,"['Computer', 'ASP.NET', 'Toolkits']"
443,"['Design', 'Architecture', 'Repository']"
444,"['Version', 'Linux/Unix', 'Solving']"
445,"['MVC', 'Solving', 'Scrum']"
446,"['Perl', 'Java', 'Management']"
447,"['Agile', 'Analysis', 'Management']"
448,"['Node.js', 'Enhancement', 'Management']"
449,"['Architecture', 'Analysis', 'Operating']"
450,"['C#', 'Enhancement', 'Reviews']"
451,"['Agile', 'Tolerance', 'Deductive']"
452,"['Design', 'Deductive', 'Source']"
453,"['Toolkits', 'Product', 'Computer']"
454,"['Database', 'Product', 'Database']"
455,"['Planning', 'Linux/Unix', 'Planning']"
456,"['Product', 'C++', 'UI']"
457,"['Computer', 'Strategic', 'PHP']"
458,"['Ruby', 'UI', 'Operating']"
459,"['Problem', 'HTML', 'Toolkits']"
460,"['Problem', 'Design', 'MVC']"
461,"['Solving', 'Linux/Unix', 'Microsoft']"
462,"['UI', 'SQL', 'Systems']"
463,"['Computer', 'PHP', 'JavaScript']"
464,"['JavaScript', 'Source', 'Web']"
465,"['Strategic', 'Frameworks', 'PHP']"
466,"['Python', 'Services', 'HTML']"
467,"['Services', 'Shell', 'Process']"
468,"['SaaS', 'Code', 'Skills']"
469,"['HTML', 'Planning', 'Reviews']"
470,"['Perl', 'Project', 'Optimization']"
471,"['Linux/Unix', 'Linux/Unix', 'Management']"
472,"['Toolkits', 'C++', 'Strategic']"
473,"['Agile', 'Systems', 'Product']"
474,"['SQL', 'Management', 'Source']"
475,"['Perl', 'Ruby', 'Systems']"
476,"['Linux/Unix', 'Architecture', 'Java']"
477,"['Skills', 'Inductive', 'ASP.NET']"
478,"['Process', 'Reviews', 'C++']"
479,"['SQL', 'Linux/Unix', 'Operating']"
480,"['Agile', 'C++', 'HTML']"
481,"['SQL', 'Reviews', 'Tolerance']"
482,"['Skills', 'SQL', 'Systems']"
483,"['C#', 'Data', 'Code']"
484,"['Problem', 'UI', 'Structures']"
485,"['API', 'Stress', 'Node.js']"
486,"['Team', 'Web', 'Linux/Unix']"
487,"['JavaScript', 'PHP', 'Data']"
488,"['Python', 'PHP', 'Design']"
489,"['Problem', 'Structures', 'MVC']"
490,"['Deductive', 'Analysis', 'Frameworks']"
491,"['Problem', 'CSS', 'Microsoft']"
492,"['Source', 'Inductive', 'Skills']"
493,"['Frameworks', 'Repository', 'HTML']"
494,"['Planning', 'Inductive', 'Inductive']"
495,"['Structures', 'Optimization', 'Reviews']"
496,"['SaaS', 'C#', 'Java']"
497,"['Architecture', 'Analysis', 'Tolerance']"
498,"['Deductive', 'Product', 'Enhancement']"
499,"['Computer', 'Skills', 'Tolerance']"
500,"['Web', 'Toolkits', 'Stress']"
501,"['Relationship', 'Coachable', 'Product']"
502,"['Customer', 'Communication', 'Social']"
503,"['Client', 'Prospecting', 'Softwares']"
504,"['Collaboration', 'of', 'Tech']"
505,"['Closing', 'To', 'Goal-Oriented']"
506,"['Softwares', 'Self', 'Problem']"
507,"['Shut', 'To', '&']"
508,"['Problem', 'Knowledge', 'About']"
509,"['Closing', 'Sociable', 'Tech']"
510,"['To', 'Problem', 'Product']"
511,"['Closing', 'Self', '&']"
512,"['Goal-Oriented', 'Problem', 'Customer']"
513,"['Savvy', 'Knowing', 'Product']"
514,"['Research', 'Communication', 'About']"
515,"['Presentations', 'Up', 'Lead']"
516,"['&', 'Active', 'Demos']"
517,"['Engagement', 'Critical', 'of']"
518,"['Ambitious', 'Knowing', 'Negotiation']"
519,"['Solving', 'Product', 'Referral']"
520,"['Social', 'Referral', 'When']"
521,"['Time', 'To', 'Goal-Oriented']"
522,"['Sociable', 'Common', 'Gathering']"
523,"['Engagement', 'Prospecting', 'Building']"
524,"['Qualification', 'Management', 'Self']"
525,"['Engagement', 'Communication', 'Policy']"
526,"['Goal-Oriented', 'To', 'Empathetic']"
527,"['Product', 'Listening', 'Goal-Oriented']"
528,"['of', 'Demos', 'Sociable']"
529,"['Knowledge', 'Social', 'Common']"
530,"['Shut', 'Conflict', 'Referral']"
531,"['Softwares', 'Empathetic', 'To']"
532,"['About', 'Listening', 'Tech']"
533,"['Critical', 'Selling', 'Management']"
534,"['Softwares', 'Up', 'Sales']"
535,"['Motivated', 'of', 'Success']"
536,"['Empathetic', 'When', '/']"
537,"['Building', '/', 'Critical']"
538,"['Softwares', 'Knowledge', 'Problem']"
539,"['Negotiation', 'Engagement', 'Adaptable']"
540,"['Ambitious', 'Building', 'Responsible']"
541,"['Lead', 'Goal-Oriented', 'Resolution']"
542,"['/', 'Client', 'Research']"
543,"['Product', 'Critical', 'Thinking']"
544,"['Active', 'To', 'of']"
545,"['Customer', 'Research', 'Social']"
546,"['Engagement', 'Customer', 'Information']"
547,"['&', 'Sales', 'Selling']"
548,"['Social', 'Solving', 'Responsible']"
549,"['Management', 'Relationship', 'Lead']"
550,"['Adaptable', 'Understanding', 'Common']"
551,"['Presentations', 'Up', 'Empathetic']"
552,"['Sales', 'Collaboration', 'Adaptable']"
553,"['Listening', 'Thinking', '/']"
554,"['Thinking', 'Negotiation', 'Skills']"
555,"['Resolution', 'Knowing', 'Policy']"
556,"['Product', 'Thinking', 'Collaboration']"
557,"['of', '/', 'Ambitious']"
558,"['Common', 'About', '&']"
559,"['Goal-Oriented', 'Goal-Oriented', '&']"
560,"['Lead', 'Presentations', 'Skills']"
561,"['Tech', 'Solving', 'Empathetic']"
562,"['Sociable', 'Softwares', 'Gathering']"
563,"['Solving', 'Storytelling', '/']"
564,"['Lead', 'Success', 'Critical']"
565,"['Coachable', 'Referral', 'Resolution']"
566,"['Problem', 'Thinking', 'Communication']"
567,"['Storytelling', 'Sociable', 'Presentations']"
568,"['Business', 'Presentations', 'About']"
569,"['Business', 'Relationship', 'Empathetic']"
570,"['Tech', 'Solving', 'Responsible']"
571,"['Empathetic', 'Product', 'Up']"
572,"['Problem', 'Conflict', 'Client']"
573,"['Business', 'Resolution', 'Storytelling']"
574,"['Softwares', 'Client', 'Coachable']"
575,"['Presentations', 'Problem', 'Tech']"
576,"['Sociable', 'Policy', 'Thinking']"
577,"['Prospecting', 'Solving', 'Critical']"
578,"['Policy', 'Goal-Oriented', 'Relationship']"
579,"['&', 'Sociable', 'Sociable']"
580,"['Savvy', 'About', 'Communication']"
581,"['Presentations', 'Negotiation', 'Active']"
582,"['Policy', 'Tech', 'of']"
583,"['Customer', 'Knowing', 'Negotiation']"
584,"['Communication', 'Client', 'When']"
585,"['Passionate', 'Relationship', 'Goal-Oriented']"
586,"['/', 'Sociable', 'Negotiation']"
587,"['Negotiation', 'Up', 'Selling']"
588,"['Closing', 'Responsible', 'Passionate']"
589,"['Gathering', 'Management', 'Savvy']"
590,"['Savvy', 'Engagement', 'Adaptable']"
591,"['Research', 'Knowledge', 'Problem']"
592,"['/', 'Sales', 'Sales']"
593,"['Sociable', 'Passionate', 'Qualification']"
594,"['Passionate', 'Referral', 'Common']"
595,"['To', 'Client', 'Engagement']"
596,"['Resolution', 'Client', 'Collaboration']"
597,"['Savvy', 'About', 'Self']"
598,"['Storytelling', 'Understanding', 'Management']"
599,"['Referral', 'Client', 'Negotiation']"
600,"['Success', 'Responsible', 'Passionate']"
601,"['Prospecting', 'Presentations', 'Understanding']"
602,"['Listening', 'Conflict', '/']"
603,"['Coachable', 'When', 'Relationship']"
604,"['Up', 'Self', '&']"
605,"['Lead', 'Ambitious', 'Policy']"
606,"['Softwares', 'Time', 'Knowing']"
607,"['About', 'Selling', 'Prospecting']"
608,"['&', 'Softwares', 'of']"
609,"['Responsible', 'Tech', 'Savvy']"
610,"['Selling', 'Adaptable', 'Knowing']"
611,"['Time', 'Listening', 'Lead']"
612,"['Client', 'When', 'Problem']"
613,"['Responsible', '&', 'Referral']"
614,"['Empathetic', 'Storytelling', 'Gathering']"
615,"['Understanding', 'of', 'Critical']"
616,"['Prospecting', 'Up', 'Adaptable']"
617,"['Understanding', 'Client', 'Motivated']"
618,"['Listening', 'Policy', 'Gathering']"
619,"['Information', 'Goal-Oriented', 'Policy']"
620,"['Demos', 'Sales', 'When']"
